fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9845559845559846,0.9847254298014378,0.9845559845559846,0.9845539438562694
2,0.9652509652509652,0.9651559412208499,0.9652509652509652,0.9651162790697675
3,0.9652509652509652,0.9654454189814401,0.9652509652509652,0.9650707430361869
4,0.9768339768339769,0.9768773119685898,0.9768339768339769,0.9768335852911454
5,0.9806949806949807,0.9817441665267752,0.9806949806949807,0.9807694570579436
