fold,test_accuracy,test_precision,test_recall,test_f1
1,0.7800925925925926,0.787212247898877,0.7800925925925926,0.7816142304226543
2,0.8356481481481481,0.8594159733825305,0.8356481481481481,0.8293175597463169
3,0.8425925925925926,0.8875733609240555,0.8425925925925926,0.8397254565414232
4,0.8402777777777778,0.8720770323390281,0.8402777777777778,0.8388988844211284
5,0.839907192575406,0.879368394484798,0.839907192575406,0.8396101402711298
