fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9870298313878081,0.9871760594834816,0.9870298313878081,0.9869325551232165
2,0.9831387808041504,0.9835436594962909,0.9831387808041504,0.9830112638343962
3,0.9831168831168832,0.983481066724893,0.9831168831168832,0.9831670435288533
4,0.9818181818181818,0.981786944928259,0.9818181818181818,0.9817979688204793
5,0.990909090909091,0.9909891129278885,0.990909090909091,0.9909339897962929
