fold,test_accuracy,test_precision,test_recall,test_f1
1,1.0,1.0,1.0,1.0
2,0.9801980198019802,0.9809080908090809,0.9801980198019802,0.9802331606498994
3,1.0,1.0,1.0,1.0
4,0.9900497512437811,0.990344701947976,0.9900497512437811,0.9900680643403736
5,0.9701492537313433,0.9714900862882649,0.9701492537313433,0.9703804058557146
