fold,test_accuracy,test_precision,test_recall,test_f1
1,0.993514915693904,0.9935091357613673,0.993514915693904,0.9935073073825847
2,0.9870298313878081,0.9870532961885536,0.9870298313878081,0.9869665906034908
3,0.987012987012987,0.9870364822874999,0.987012987012987,0.986949664097781
4,0.9818181818181818,0.9826453485272577,0.9818181818181818,0.9818808962264151
5,0.987012987012987,0.9875986158996871,0.987012987012987,0.9871050925894388
