fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9787234042553191,0.9801736968507933,0.9787234042553191,0.9789200791253495
2,0.9893617021276596,0.9896216925804693,0.9893617021276596,0.9893483140325099
3,0.983957219251337,0.9845353374765139,0.983957219251337,0.9839332604987253
4,0.983957219251337,0.9848832094821399,0.983957219251337,0.9840248330654119
5,0.9946524064171123,0.9948051948051947,0.9946524064171123,0.9946770100222786
