fold,test_accuracy,test_precision,test_recall,test_f1
1,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957
2,0.9354838709677419,0.9363962202671879,0.9354838709677419,0.9351936934758428
3,0.9139784946236559,0.9228862597049471,0.9139784946236559,0.9125530113823186
4,0.9139784946236559,0.9145041816009557,0.9139784946236559,0.9140622818042172
5,0.9032258064516129,0.9091995221027479,0.9032258064516129,0.9049577367603933
