fold,test_accuracy,test_precision,test_recall,test_f1
1,0.973404255319149,0.9754311310190369,0.973404255319149,0.9737413230895776
2,0.9946808510638298,0.9947362588652483,0.9946808510638298,0.9946538590072064
3,0.9732620320855615,0.9742487904252609,0.9732620320855615,0.9728033690881988
4,0.9732620320855615,0.9740677721961144,0.9732620320855615,0.9734118353649079
5,0.983957219251337,0.9847134446064928,0.983957219251337,0.9840224575675975
