fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9148936170212766,0.915538362346873,0.9148936170212766,0.9145108296915372
2,0.956989247311828,0.956989247311828,0.956989247311828,0.956989247311828
3,0.967741935483871,0.9680605336519315,0.967741935483871,0.9676340715272862
4,0.8494623655913979,0.8719780855056609,0.8494623655913979,0.8529179135315583
5,0.9032258064516129,0.9083098979873172,0.9032258064516129,0.9045611075971607
