fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9900990099009901,0.9903119590404923,0.9900990099009901,0.9900113832723222
2,0.9900990099009901,0.9903637238723871,0.9900990099009901,0.9901034369030465
3,1.0,1.0,1.0,1.0
4,0.9900497512437811,0.9904823707549211,0.9900497512437811,0.9900901973553381
5,0.9751243781094527,0.9760151942987765,0.9751243781094527,0.9751237056380648
