fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9613899613899614,0.964692578791416,0.9613899613899614,0.9610786000125001
2,0.9768339768339769,0.977005226389463,0.9768339768339769,0.9767646871511183
3,0.9652509652509652,0.9668841659723119,0.9652509652509652,0.9654139958805352
4,0.9806949806949807,0.9809153645360542,0.9806949806949807,0.9807381912302494
5,0.9652509652509652,0.9660732125017839,0.9652509652509652,0.9650417989298501
