fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9975,0.9975308641975309,0.9975,0.9974999023399351
2,0.9975,0.9975308641975309,0.9975,0.9974999023399351
3,0.98,0.9808746731227351,0.98,0.9798813762876741
4,0.9975,0.9975308641975309,0.9975,0.9974999023399351
5,0.9825,0.982787344499951,0.9825,0.9823484887354536
