fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9752475247524752,0.9759780325858672,0.9752475247524752,0.9751795509828128
2,0.9801980198019802,0.9816184559632434,0.9801980198019802,0.9803939837377028
3,0.9900497512437811,0.9902661632734671,0.9900497512437811,0.9900343371533077
4,1.0,1.0,1.0,1.0
5,0.9800995024875622,0.9812476081132797,0.9800995024875622,0.9802549735350846
