fold,test_accuracy,test_precision,test_recall,test_f1
1,0.8564814814814815,0.8752100088941451,0.8564814814814815,0.8573171087041642
2,0.8495370370370371,0.8862886974425052,0.8495370370370371,0.8441550637999773
3,0.8611111111111112,0.8953564669747693,0.8611111111111112,0.8593233842556218
4,0.8449074074074074,0.8763369216420858,0.8449074074074074,0.8425679317896725
5,0.8236658932714617,0.8717581791112433,0.8236658932714617,0.8214738822398452
