fold,test_accuracy,test_precision,test_recall,test_f1
1,0.6129032258064516,0.6439283693103728,0.6129032258064516,0.5894009216589862
2,0.5901639344262295,0.6136718472784046,0.5901639344262295,0.5806835151097447
3,0.5573770491803278,0.551263404412671,0.5573770491803278,0.5427525009010064
4,0.6885245901639344,0.6997019374068554,0.6885245901639344,0.6772021802063739
5,0.639344262295082,0.6764331534466959,0.639344262295082,0.6378269881452715
