fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9148936170212766,0.9148936170212766,0.9148936170212766,0.9148936170212766
2,0.9247311827956989,0.9264516129032258,0.9247311827956989,0.9253977914963916
3,0.956989247311828,0.956989247311828,0.956989247311828,0.956989247311828
4,0.9032258064516129,0.9068594734890619,0.9032258064516129,0.9044599860753147
5,0.9247311827956989,0.9345643307378569,0.9247311827956989,0.9263298843578819
