fold,test_accuracy,test_precision,test_recall,test_f1
1,0.9840425531914894,0.9844019123606889,0.9840425531914894,0.9840790462884094
2,0.9946808510638298,0.9947362588652483,0.9946808510638298,0.9946538590072064
3,0.9893048128342246,0.9895276292335116,0.9893048128342246,0.989188600274189
4,0.983957219251337,0.9847211611917494,0.983957219251337,0.9840977772666576
5,0.9679144385026738,0.9715044313974796,0.9679144385026738,0.9683481235157652
