fold,test_accuracy,test_precision,test_recall,test_f1
1,0.8333333333333334,0.8314534748186603,0.8333333333333334,0.8321984244712026
2,0.8379629629629629,0.8702797592917764,0.8379629629629629,0.8331673480395851
3,0.8449074074074074,0.8806663986416817,0.8449074074074074,0.8450356685294672
4,0.8541666666666666,0.8854993305623424,0.8541666666666666,0.8511222144997719
5,0.7911832946635731,0.816196726053002,0.7911832946635731,0.7960087792432484
